subsystem,reaction
GALASE15ly,GALASE15ly
GALASE16ly,GALASE16ly
GALASE17ly,GALASE17ly
GALASE19ly,GALASE19ly
GALASE1ly,GALASE1ly
GALASE20ly,GALASE20ly
GALASE4ly,GALASE4ly
GALASE7ly,GALASE7ly
GALASE8ly,GALASE8ly
GALASE9ly,GALASE9ly
GALFUC12GAL14ACGLCGALGLUSIDEtg,GALFUC12GAL14ACGLCGALGLUSIDEtg
GALGALFUCFUCGALACGLCGALACGLCGAL14ACGLCGALGLUSIDEte,GALGALFUCFUCGALACGLCGALACGLCGAL14ACGLCGALGLUSIDEte
GALGALFUCFUCGALACGLCGALACGLCGAL14ACGLCGALGLUSIDEtg,GALGALFUCFUCGALACGLCGALACGLCGAL14ACGLCGALGLUSIDEtg
GALGALGALTHCRMtg,GALGALGALTHCRMtg
GALGT2,GALGT2
GALGT3,GALGT3
GALNACT1g,GALNACT1g
GALNACT2g,GALNACT2g
GALNACT3g,GALNACT3g
GALNACT4g,GALNACT4g
GALNACT5g,GALNACT5g
GALSIDEtg,GALSIDEtg
GALSIDEtl,GALSIDEtl
GALt1r,GALt1r
GALT2g,GALT2g
GALtly,GALtly
GAO1g,GAO1g
GARFT,GARFT
GASNASE2ly,GASNASE2ly
GASNASEly,GASNASEly
GBA,GBA
GBGT1,GBGT1
GBSIDEte,GBSIDEte
GBSIDEtl,GBSIDEtl
GCCam,GCCam
GCHOLAt2,GCHOLAt2
GD1B2te,GD1B2te
GD1Cte,GD1Cte
GDPFUCtg,GDPFUCtg
GFUCS,GFUCS
GGH_10FTHF7GLUl,GGH_10FTHF7GLUl
GGH_5THFl,GGH_5THFl
GGH_6DHFl,GGH_6DHFl
GGH_7THFe,GGH_7THFe
GGLUCT,GGLUCT
GHMT2rm,GHMT2rm
GLAl,GLAl
GLB1,GLB1
GLCAASE4ly,GLCAASE4ly
GLCAASE6ly,GLCAASE6ly
GLCAASE7ly,GLCAASE7ly
GLCAASE8ly,GLCAASE8ly
GLCAASE9ly,GLCAASE9ly
GLCAT4g,GLCAT4g
GLCAT5g,GLCAT5g
GLCAT6g,GLCAT6g
GLCAT7g,GLCAT7g
GLCAT8g,GLCAT8g
GLCNACASE5ly,GLCNACASE5ly
GLCNACDASg,GLCNACDASg
GLCNACT2g,GLCNACT2g
GLCNACT5g,GLCNACT5g
GLCter,GLCter
GLCtly,GLCtly
GLGNS1,GLGNS1
GLNALANaEx,GLNALANaEx
GLNASNNaEx,GLNASNNaEx
GLNCYSNaEx,GLNCYSNaEx
GLNtm,GLNtm
GLPASE1,GLPASE1
GLPASE2,GLPASE2
GLRASE,GLRASE
GLUt6,GLUt6
GLXO2p,GLXO2p
GLXtp,GLXtp
GLYAMDTRc,GLYAMDTRc
GLYBt4_2_r,GLYBt4_2_r
GLYCK2,GLYCK2
GLYCLTDym,GLYCLTDym
GLYCLTtp,GLYCLTtp
GLYC_St,GLYC_St
GLYOp,GLYOp
GLYt4,GLYt4
GLYt7_211_r,GLYt7_211_r
GLYtm,GLYtm
GLYVESSEC_1,GLYVESSEC_1
GMPtg,GMPtg
GMPtn,GMPtn
GNDer,GNDer
GNMT,GNMT
GP1CALPHAtg,GP1CALPHAtg
GPAM_hs_1,GPAM_hs_1
GPIDA2er,GPIDA2er
GPIDAer,GPIDAer
GQ1BALPHAte,GQ1BALPHAte
GQ1Btg,GQ1Btg
GT1Ate,GT1Ate
GT1Atg,GT1Atg
DHAOX_c,DHAOX_c
GTHOm,GTHOm
GTHPi,GTHPi
GTHPm,GTHPm
GTHS,GTHS
GULLACter,GULLACter
GULN3D,GULN3D
GULNDer,GULNDer
GULNter,GULNter
GUR1PP,GUR1PP
HCO3Em,HCO3Em
H2O2syn,H2O2syn
H2O2t,H2O2t
H2O2tm,H2O2tm
H2Oter,H2Oter
H2Otg,H2Otg
H3MTer_U,H3MTer_U
H4ET3er,H4ET3er
H4ETer,H4ETer
H6ET3er,H6ET3er
H7ET2er,H7ET2er
HACD1x,HACD1x
HACD9m,HACD9m
HAS1,HAS1
HAtly,HAtly
HBZOPT10m,HBZOPT10m
HCO3_CLt,HCO3_CLt
HCOUMARINte,HCOUMARINte
HDCAt,HDCAt
HDD2COAtx,HDD2COAtx
HESTRATRIOLte,HESTRATRIOLte
HESTRATRIOLtr,HESTRATRIOLtr
HEX4,HEX4
HEXCt,HEXCt
HISDC,HISDC
HISt4,HISt4
HISTAVESSEC_1,HISTAVESSEC_1
HMGCOASm,HMGCOASm
HMGCOAtm,HMGCOAtm
HMGCOAtx,HMGCOAtx
HMGLm,HMGLm
HMGLx,HMGLx
HOMt4,HOMt4
HPACtr,HPACtr
HPDCACRNCPT1,HPDCACRNCPT1
HPDCACRNCPT2,HPDCACRNCPT2
HPYRDCm,HPYRDCm
HPYRR2x_1,HPYRR2x_1
HPYRtp,HPYRtp
HS2ly,HS2ly
HSAT2ly,HSAT2ly
HSAT3ly,HSAT3ly
HSD17B42x_1,HSD17B42x_1
HSD17B4x,HSD17B4x
HSD17B7r,HSD17B7r
HSD17B8r,HSD17B8r
HSD17B9r,HSD17B9r
HSD3A1r,HSD3A1r
HSD3B11,HSD3B11
HSD3B12r,HSD3B12r
HSD3B13,HSD3B13
HSD3B3r,HSD3B3r
HSD3B7P,HSD3B7P
HSPASEly,HSPASEly
HSPGt,HSPGt
HTAXOLte,HTAXOLte
Htx,Htx
HXANtx,HXANtx
HYPTROX_cho,HYPTROX_cho
ICDHyr,ICDHyr
ICDHyp,ICDHyp
IDHPOXOX2b,IDHPOXOX2b
IDHPOXOX3,IDHPOXOX3
IDHPOXOX4,IDHPOXOX4
IDHPOXOXb,IDHPOXOXb
IDOAASE3ly,IDOAASE3ly
IDOAASE4ly,IDOAASE4ly
IDOURtly,IDOURtly
IDPtn,IDPtn
ILEt4,ILEt4
ILEtmi,ILEtmi
ILETAm,ILETAm
INOSTO,INOSTO
INSt,INSt
INSTt2,INSTt2
INSTt4,INSTt4
IPDPtx,IPDPtx
ITCOALm,ITCOALm
ITPtn,ITPtn
KAS8,KAS8
KCC2t,KCC2t
KCCt,KCCt
KHK,KHK
KHK2,KHK2
KSII_CORE2tly,KSII_CORE2tly
KSII_CORE4t,KSII_CORE4t
KSItly,KSItly
KYN3OX,KYN3OX
KYNATESYN,KYNATESYN
LACZe,LACZe
LALDO,LALDO
LAPCOAl,LAPCOAl
LCADi_D,LCADi_D
LCTStg,LCTStg
LCYSTAT,LCYSTAT
LCYSTCBOXL,LCYSTCBOXL
LEUKTRA4tr,LEUKTRA4tr
LEUKTRB4t,LEUKTRB4t
LEUKTRB4tr,LEUKTRB4tr
LEUKTRC4t,LEUKTRC4t
LEUKTRD4t,LEUKTRD4t
LEUKTRE4t,LEUKTRE4t
LEUKTRF4t,LEUKTRF4t
LEUTAm,LEUTAm
TTCCOAtx,TTCCOAtx
LIMNENte,LIMNENte
LINKDEG1ly,LINKDEG1ly
LINKDEG2ly,LINKDEG2ly
LINKDEG3ly,LINKDEG3ly
LIPOti_1,LIPOti_1
L_LACtcm,L_LACtcm
LNLCCPT1,LNLCCPT1
LNLCCPT2,LNLCCPT2
LNLCCRNt,LNLCCRNt
LNLCt,LNLCt
LNLNCAt,LNLNCAt
LNLNCGCPT2,LNLNCGCPT2
LNLNCGCRNt,LNLNCGCRNt
LNLNCGt,LNLNCGt
LPASE,LPASE
LPS2,LPS2
LPS3e,LPS3e
LPS4e,LPS4e
LRAT1,LRAT1
LRAT2,LRAT2
LSTO1r,LSTO1r
LTC4CP,LTC4CP
LTC4Sr,LTC4Sr
LTDCL,LTDCL
LYSt4,LYSt4
LYStm,LYStm
LYStn,LYStn
M4BTAer,M4BTAer
M4CET3er,M4CET3er
MACACI,MACACI
MALTe,MALTe
MALTly,MALTly
MALtm,MALtm
MALTt1r,MALTt1r
MANt1r,MANt1r
MANtly,MANtly
MCDp,MCDp
MCLACCYSR,MCLACCYSR
MCLORi,MCLORi
MCPST,MCPST
MDRPD,MDRPD
ME1m,ME1m
ME2m,ME2m
MECOALm,MECOALm
MECOAS1m,MECOAS1m
MELATN23DOX,MELATN23DOX
MELATNOX,MELATNOX
MEOHt2,MEOHt2
MESCOALm,MESCOALm
METAT,METAT
METS,METS
METtec,METtec
MGACONm,MGACONm
MGSA2,MGSA2
MHISOR,MHISOR
MI1345PP,MI1345PP
MI134P4P,MI134P4P
MI134PP,MI134PP
MI145PK,MI145PK
MI145PP,MI145PP
MI14PP,MI14PP
MI1P_Dtn,MI1P_Dtn
MMCDm,MMCDm
MMEm,MMEm
MMMm,MMMm
MMSAD1m,MMSAD1m
MMTSADm,MMTSADm
MOGAT,MOGAT
MTHFCm,MTHFCm
MTHFD2m,MTHFD2m
N3Tg,N3Tg
NABTNO,NABTNO
NACASPAH,NACASPAH
NACHEX10ly,NACHEX10ly
NACHEX13ly,NACHEX13ly
NACHEX16ly,NACHEX16ly
NACHEX17ly,NACHEX17ly
NACHEX1ly,NACHEX1ly
NACHEX20ly,NACHEX20ly
NACHEX25ly,NACHEX25ly
NACHEX26ly,NACHEX26ly
NACHEX27ly,NACHEX27ly
NACHEX3ly,NACHEX3ly
NACHEX5ly,NACHEX5ly
NACHEX6ly,NACHEX6ly
NACHEX7ly,NACHEX7ly
NACHEX8ly,NACHEX8ly
NACHEX9ly,NACHEX9ly
NACHEXA10ly,NACHEXA10ly
NACHEXA11ly,NACHEXA11ly
NACHEXA12ly,NACHEXA12ly
NACHEXA13ly,NACHEXA13ly
NACHEXA15ly,NACHEXA15ly
NACHEXA18ly,NACHEXA18ly
NACHEXA20ly,NACHEXA20ly
NACHEXA21ly,NACHEXA21ly
NACHEXA2ly,NACHEXA2ly
NACHEXA3ly,NACHEXA3ly
NACHEXA4ly,NACHEXA4ly
NACHEXA5ly,NACHEXA5ly
NACHEXA7ly,NACHEXA7ly
NACHEXA9ly,NACHEXA9ly
NACt,NACt
NADHtru,NADHtru
NADNe,NADNe
NADPHtru,NADPHtru
NADPtru,NADPtru
NADPtxu,NADPtxu
NADtn,NADtn
NADtru,NADtru
NAGAlby,NAGAlby
NAIt,NAIt
NAt3_1g,NAt3_1g
NBAHH_ir,NBAHH_ir
NCCt,NCCt
NDP7g,NDP7g
NDP8,NDP8
NDP8ex,NDP8ex
PI3P4Kn,PI3P4Kn
NDPK3m,NDPK3m
NDPK4m,NDPK4m
NDPK4n,NDPK4n
NDPK6m,NDPK6m
NDPK7m,NDPK7m
NDPK7n,NDPK7n
NDPK9n,NDPK9n
NH4tn,NH4tn
NH4tp,NH4tp
NICRNS,NICRNS
NICRNTtn,NICRNTtn
NIFEDIPINEte,NIFEDIPINEte
NKCC2t,NKCC2t
NOS2_2,NOS2_2
NRPPHRSULT,NRPPHRSULT
NRVNCCOAtx,NRVNCCOAtx
NS26T2g,NS26T2g
NS26Tg,NS26Tg
NTD12,NTD12
NTD1m,NTD1m
NTD2l,NTD2l
NTD4e,NTD4e
NTD5m,NTD5m
NTD7e,NTD7e
NTD9e,NTD9e
NTD9l,NTD9l
O16G1e,O16G1e
O16G2e,O16G2e
O2Stm,O2Stm
O2Stn,O2Stn
O2ter,O2ter
O2tn,O2tn
OCBTm,OCBTm
OCCOAtm,OCCOAtm
OCCOAtx,OCCOAtx
OIVD2m,OIVD2m
OMEPRAZOLEte,OMEPRAZOLEte
ORETNF,ORETNF
ORNt4m,ORNt4m
ORNt,ORNt
OXAtp,OXAtp
P45011B21m,P45011B21m
P45017A2r,P45017A2r
P45017A3r,P45017A3r
P45017A4r,P45017A4r
P45019A1r,P45019A1r
P45021A1r,P45021A1r
P45027A11m,P45027A11m
P45027A13m,P45027A13m
P45027A14m,P45027A14m
P45027A15m,P45027A15m
P4502A6,P4502A6
P4502C18,P4502C18
P4502C8,P4502C8
P4502C92,P4502C92
P4502D6,P4502D6
P4502E1,P4502E1
P4503A4,P4503A4
P45046A1r,P45046A1r
P4504F122r,P4504F122r
P4504F123r,P4504F123r
P4504F81r,P4504F81r
P4507A1r,P4507A1r
P4507B11r,P4507B11r
P4507B12r,P4507B12r
P4508B11r,P4508B11r
P450LTB4r,P450LTB4r
P5CRm,P5CRm
PA_HSter,PA_HSter
PAIL_HStn,PAIL_HStn
PAIL45P_HStn,PAIL45P_HStn
PAPStg,PAPStg
PAPtg,PAPtg
PCFLOPm,PCFLOPm
PCHOL_HSter,PCHOL_HSter
PCHOLP_hs,PCHOLP_hs
PCHOLPg_hs,PCHOLPg_hs
PCHOLPr_hs,PCHOLPr_hs
PCREATtmdiffir,PCREATtmdiffir
PCRNtc,PCRNtc
PCRNtm,PCRNtm
PDE1,PDE1
PDE1g,PDE1g
PI34P5K,PI34P5K
PI34P5Kn,PI34P5Kn
PI3P4K,PI3P4K
PDE4,PDE4
PDE4g,PDE4g
PDHm,PDHm
PDXPP,PDXPP
PEFLIP,PEFLIP
PERILLYLte,PERILLYLte
PEROXx,PEROXx
PETHCT,PETHCT
PGCD,PGCD
PGDI,PGDI
PGLer,PGLer
PGLYCt,PGLYCt
PGPP_hs,PGPP_hs
PGPPT,PGPPT
PHCHGSm,PHCHGSm
PHEACGLNt,PHEACGLNt
PHEMEtm,PHEMEtm
PHEt4,PHEt4
PHETA1m,PHETA1m
PHYCBOXL,PHYCBOXL
PHYHx,PHYHx
PHYQt,PHYQt
PHYTt,PHYTt
PI345P5P,PI345P5P
PI34P3Pn,PI34P3Pn
PI34P4Pn,PI34P4Pn
PI45P3K,PI45P3K
PI45P5P,PI45P5P
PI4P3Kn,PI4P3Kn
PI4PLC,PI4PLC
PI4PLCn,PI4PLCn
PI5P4Kn,PI5P4Kn
PIACGT,PIACGT
PROSTGE1t,PROSTGE1t
PROSTGE2t,PROSTGE2t
PIK4n,PIK4n
PIK5n,PIK5n
PIPLC,PIPLC
PIPLCn,PIPLCn
PIter,PIter
PItg,PItg
PItn,PItn
PItx,PItx
PLA2_2,PLA2_2
PLA2_2e,PLA2_2e
PMI12346PH,PMI12346PH
PNTEH,PNTEH
PPA2,PPA2
PPAer,PPAer
PPAm,PPAm
PPAP,PPAP
PPD2CSPp,PPD2CSPp
PPDOy,PPDOy
PPItr,PPItr
PPMI12346Ptn,PPMI12346Ptn
PPOR,PPOR
PPPG9tm,PPPG9tm
PPPGOm,PPPGOm
PRASCSi,PRASCSi
PRDXl,PRDXl
PRGNLONESULT,PRGNLONESULT
PRGNLONEtr,PRGNLONEtr
PRGSTRNt,PRGSTRNt
PRISTCOAtx,PRISTCOAtx
PRISTtx,PRISTtx
PROD2m,PROD2m
PROSTGE2t2,PROSTGE2t2
PROSTGE2t3,PROSTGE2t3
PROSTGI2t,PROSTGI2t
PROt4,PROt4
PROtm,PROtm
PSFLIP,PSFLIP
PSFLIPm,PSFLIPm
PTDCACRNCPT2,PTDCACRNCPT2
PTE4x,PTE4x
PTRCOX1,PTRCOX1
PVD3,PVD3
PYDXK,PYDXK
PYDXPP,PYDXPP
PYNP2r,PYNP2r
PYRt2p,PYRt2p
QUILSYN,QUILSYN
RADH2,RADH2
RADH3,RADH3
RAI1,RAI1
RAI2,RAI2
RAI3,RAI3
RAI4,RAI4
RAtn3,RAtn3
RBK_Dr,RBK_Dr
RDH1,RDH1
RDH1a,RDH1a
RDH2,RDH2
RDH2a,RDH2a
RDH4,RDH4
RETFA,RETFA
RETFAt,RETFAt
RETFAt1,RETFAt1
RETH2e,RETH2e
RETHe,RETHe
RETNGLCt2r,RETNGLCt2r
RETNGLCtr,RETNGLCtr
RETNtr2,RETNtr2
RIBt,RIBt
RIBt2,RIBt2
RNMK,RNMK
RTOTAL3CRNCPT2,RTOTAL3CRNCPT2
S23Tg,S23Tg
S2L2N2M2MASNtly,S2L2N2M2MASNtly
S2T1g,S2T1g
S2T3g,S2T3g
S2T4g,S2T4g
S2TASE1ly,S2TASE1ly
S2TASE2ly,S2TASE2ly
S2TASE3ly,S2TASE3ly
S2TASE5ly,S2TASE5ly
S3TASE3ly,S3TASE3ly
S4T2g,S4T2g
S4T3g,S4T3g
S4T4g,S4T4g
S4T5g,S4T5g
S4T6g,S4T6g
S4TASE1ly,S4TASE1ly
S4TASE2ly,S4TASE2ly
S4TASE3ly,S4TASE3ly
S4TASE4ly,S4TASE4ly
S6T18g,S6T18g
S6T1g,S6T1g
S6T20g,S6T20g
S6T21g,S6T21g
S6T24g,S6T24g
S6T25g,S6T25g
ST3GAL61g,ST3GAL61g
S6T2g,S6T2g
S6T3g,S6T3g
S6TASE11ly,S6TASE11ly
S6TASE14ly,S6TASE14ly
S6TASE15ly,S6TASE15ly
S6TASE16ly,S6TASE16ly
S6TASE17ly,S6TASE17ly
S6TASE1ly,S6TASE1ly
S6TASE21ly,S6TASE21ly
S6TASE24ly,S6TASE24ly
S6TASE25ly,S6TASE25ly
S6TASE26ly,S6TASE26ly
S6TASE2ly,S6TASE2ly
S6TASE3ly,S6TASE3ly
S6TASE5ly,S6TASE5ly
S6TASE6ly,S6TASE6ly
S6TASE8ly,S6TASE8ly
SACCD3m,SACCD3m
SADT,SADT
SALMCOM,SALMCOM
SALMCOM2,SALMCOM2
SARCStp,SARCStp
SBPP3er,SBPP3er
SBTD_D2,SBTD_D2
SBTR,SBTR
SCP2x_1,SCP2x_1
Ser_Thrtg,Ser_Thrtg
SERASNNaEx,SERASNNaEx
SERGLYexR,SERGLYexR
SERLYSNaex,SERLYSNaex
SERTHRNaEx,SERTHRNaEx
SERtN1,SERtN1
SFGTHi,SFGTHi
SGALSIDEtg,SGALSIDEtg
SGALSIDEtl,SGALSIDEtl
SGPL12r,SGPL12r
SIAASE2ly,SIAASE2ly
SIAASE4ly,SIAASE4ly
SLCBK1,SLCBK1
SLDt,SLDt
SMPD3g,SMPD3g
SMS,SMS
SO4t4_2,SO4t4_2
SO4tl,SO4tl
SPH1Pter,SPH1Pter
SPHINGStl,SPHINGStl
SPHINGStr,SPHINGStr
SPHK21c,SPHK21c
SPHMYLNtg,SPHMYLNtg
SPMDOX,SPMDOX
SPODMe,SPODMe
SPR,SPR
SQLEr,SQLEr
SQLSr,SQLSr
SR5AR2r,SR5AR2r
SR5ARr,SR5ARr
SRTNACT,SRTNACT
SRTNt6_2_r,SRTNt6_2_r
SRTNtu,SRTNtu
ST3GAL21g,ST3GAL21g
ST3GAL22g,ST3GAL22g
ST3GAL23g,ST3GAL23g
ST3GAL31g,ST3GAL31g
ST6GALNAC21,ST6GALNAC21
ST6GALNAC22,ST6GALNAC22
ST6GALNAC23,ST6GALNAC23
ST6GALNAC26,ST6GALNAC26
ST6GALNAC27,ST6GALNAC27
ST6GALNAC28,ST6GALNAC28
ST6GALNAC31_1,ST6GALNAC31_1
ST6GALNAC62,ST6GALNAC62
ST8SIA12,ST8SIA12
ST8SIA51g,ST8SIA51g
ST8SIA52g,ST8SIA52g
ST8SIA53g,ST8SIA53g
ST8SIA56g,ST8SIA56g
STCOAtx,STCOAtx
STRDNCCPT1,STRDNCCPT1
STRDNCt,STRDNCt
STS1,STS1
STS2,STS2
STS2r,STS2r
SUCCtp,SUCCtp
SUCD1m,SUCD1m
SULFOX,SULFOX
T4HCINNMFM,T4HCINNMFM
TAGAT_Dt,TAGAT_Dt
TAURt4_2_r,TAURt4_2_r
TAXOLte,TAXOLte
TCHOLAt,TCHOLAt
TCYNTtm,TCYNTtm
TDCHOLAtx,TDCHOLAtx
TDPm,TDPm
TETHEX3COAtx,TETHEX3COAtx
TETHEX3t,TETHEX3t
TETPENT3CPT1,TETPENT3CPT1
TETPENT6COAtx,TETPENT6COAtx
TETPENT6CPT1,TETPENT6CPT1
TETPENT6CRNt,TETPENT6CRNt
TETTET6CPT2,TETTET6CPT2
THCHOLSTOICtm,THCHOLSTOICtm
THD1m,THD1m
THFtm,THFtm
THMDt4,THMDt4
THMMPt4_1,THMMPt4_1
THMMPtm_cho,THMMPtm_cho
THMt2m,THMt2m
THMTP,THMTP
THMTPt_1,THMTPt_1
THRCYSNaEx,THRCYSNaEx
THRGLNNaEx,THRGLNNaEx
THRGLYexR,THRGLYexR
THRSERNaEx,THRSERNaEx
THYMDtl,THYMDtl
THYMDtm,THYMDtm
THYOXt,THYOXt
THYPX,THYPX
TMABADH,TMABADH
TMDK1m,TMDK1m
TMLYSOX,TMLYSOX
TMNDNCCOAtx,TMNDNCCOAtx
TMNDNCCPT1,TMNDNCCPT1
TMNDNCCRNt,TMNDNCCRNt
TMNDNCt,TMNDNCt
TRDR2,TRDR2
TRIODTHYSUFt,TRIODTHYSUFt
TRIODTHYSULT,TRIODTHYSULT
TRPHYDRO2,TRPHYDRO2
TRPO2,TRPO2
TRPt4,TRPt4
TRYPTAOX,TRYPTAOX
TSTSTERONEGLCte,TSTSTERONEGLCte
TSTSTERONEGLCtr,TSTSTERONEGLCtr
TSTSTERONESte,TSTSTERONESte
TSTSTERONESULT,TSTSTERONESULT
TSTSTERONEt,TSTSTERONEt
TSTSTERONEtr,TSTSTERONEtr
TSULt4_3,TSULt4_3
TTDCAtr,TTDCAtr
TTDCPT2,TTDCPT2
TTDCRNt,TTDCRNt
TXA2tr,TXA2tr
TYRASE,TYRASE
TYRDOPO,TYRDOPO
TYROXDAc,TYROXDAc
UAG2EMA,UAG2EMA
UAGALDP,UAGALDP
UDPACGALtl,UDPACGALtl
UDPGALtg,UDPGALtg
UDPGD,UDPGD
UDPGLCAtg,UDPGLCAtg
UDPGLCter,UDPGLCter
UDPGLDCg,UDPGLDCg
UDPGNP,UDPGNP
UDPGP,UDPGP
UDPtl,UDPtl
UDPXYLter,UDPXYLter
UDPXYLtg,UDPXYLtg
UGALGTg,UGALGTg
UGCG,UGCG
UGT1A10r_1,UGT1A10r_1
UGT1A1r,UGT1A1r
UGT1A2r,UGT1A2r
UGT1A4r,UGT1A4r
UGT1A6r,UGT1A6r
UGT1A8r,UGT1A8r
UGT1A9r,UGT1A9r
UMPK3,UMPK3
UMPK4,UMPK4
UMPK4n,UMPK4n
UMPK5,UMPK5
UMPK6n,UMPK6n
UMPK7,UMPK7
UMPK7n,UMPK7n
UMPKn,UMPKn
UMPtr,UMPtr
URATEt,URATEt
UREAt5,UREAt5
UREAtm,UREAtm
URIt,URIt
Uritn,Uritn
UROLACer,UROLACer
UTPtn,UTPtn
VITD3t,VITD3t
VLCS2p,VLCS2p
VLCSp,VLCSp
WHTTDCAte,WHTTDCAte
XAOx,XAOx
XOL27OHtm,XOL27OHtm
XOL7AH2tm,XOL7AH2tm
XOLDIOLONEt,XOLDIOLONEt
XOLESTte,XOLESTte
XOLTRI24te,XOLTRI24te
XOLTRI25tc,XOLTRI25tc
XOLTRI25te,XOLTRI25te
XOLTRIOLtm,XOLTRIOLtm
XYLK,XYLK
XYLTer,XYLTer
XYLTt,XYLTt
XYLUR,XYLUR
YVITEt,YVITEt
EX_4abutn_e,EX_4abutn_e
EX_acmana_e,EX_acmana_e
EX_ahdt_e,EX_ahdt_e
EX_dgmp_e,EX_dgmp_e
EX_dgtp_e,EX_dgtp_e
EX_dha_e,EX_dha_e
EX_dhap_e,EX_dhap_e
EX_dttp_e,EX_dttp_e
EX_isomal_e,EX_isomal_e
EX_HC00250_e,EX_HC00250_e
EX_HC01361_e,EX_HC01361_e
EX_HC01440_e,EX_HC01440_e
EX_HC01446_e,EX_HC01446_e
EX_HC01577_e,EX_HC01577_e
EX_HC02160_e,EX_HC02160_e
EX_orot_e,EX_orot_e
EX_udpg_e,EX_udpg_e
r0009,r0009
r0013,r0013
r0016,r0016
GDR,GDR
r0023,r0023
NOS2,NOS2
r0027,r0027
NDP1,NDP1
ACOAHim,ACOAHim
r0074,r0074
r0083,r0083
r0086,r0086
r0113,r0113
NTPP2,NTPP2
GTHRDH_syn,GTHRDH_syn
GGTAe2,GGTAe2
r0139,r0139
r0142,r0142
r0149,r0149
r0156,r0156
SPTc,SPTc
PYK2,PYK2
r0166,r0166
SSALxm,SSALxm
ITPH2,ITPH2
r0202,r0202
MAN1PT,MAN1PT
DHFR2i,DHFR2i
r0242,r0242
r0246,r0246
r0249,r0249
GMPR,GMPR
r0287,r0287
GMPS,GMPS
ACOAR7m,ACOAR7m
r0310,r0310
r0311,r0311
r0319,r0319
r0330,r0330
r0354,r0354
r0355,r0355
r0358,r0358
r0361,r0361
r0381,r0381
r0383,r0383
PYDXNO,PYDXNO
r0390_1,r0390_1
HXAND,HXAND
PHETHPTOX,PHETHPTOX
r0402,r0402
r0403,r0403
r0407,r0407
r0408,r0408
r0409,r0409
r0410,r0410
r0425,r0425
r0433_1,r0433_1
r0434,r0434
r0437,r0437
r0438,r0438
r0441,r0441
r0451,r0451
r0463,r0463
r0465_1,r0465_1
RNTR1,RNTR1
RNTR2,RNTR2
r0480,r0480
r0483,r0483
HMGCOAR,HMGCOAR
r0494,r0494
r0497,r0497
r0511,r0511
r0514,r0514
THFATm,THFATm
SPHPL,SPHPL
r0546,r0546
BETALDHx,BETALDHx
r0557,r0557
r0558,r0558
r0568,r0568
r0571,r0571
r0573,r0573
r0579,r0579
DNADDP,DNADDP
DPCOAPP,DPCOAPP
AASAD3,AASAD3
r0610,r0610
HPROx,HPROx
HPROxm,HPROxm
HPROb,HPROb
r0627,r0627
r0629,r0629
r0630,r0630
r0633,r0633
r0637,r0637
r0642,r0642
AM6SAD,AM6SAD
r0647,r0647
r0648,r0648
r0650,r0650
ACACT7m,ACACT7m
r0656,r0656
ECOAH5p,ECOAH5p
PRAIS,PRAIS
r0669,r0669
r0670,r0670
r0672,r0672
r0688,r0688
r0698,r0698
r0706,r0706
r0716_1,r0716_1
r0717,r0717
HACD6m,HACD6m
r0721,r0721
HACD5p,HACD5p
ACACT5m,ACACT5m
ECOAH4p,ECOAH4p
r0730,r0730
r0731,r0731
r0734,r0734
r0737,r0737
r0743,r0743
r0744,r0744
r0750,r0750
r0755,r0755
r0756,r0756
r0774,r0774
LNS14DMr,LNS14DMr
r0782,r0782
r0784,r0784
r0786,r0786
SBPP1,SBPP1
r0788,r0788
r0789,r0789
r0797,r0797
r0801,r0801
r0812,r0812
r0819,r0819
r0822,r0822
r0829,r0829
r0830,r0830
r0836,r0836
r0839,r0839
r0840,r0840
r0841,r0841
r0842,r0842
r0845,r0845
r0859,r0859
r0870,r0870
r0885,r0885
r0892,r0892
r0899,r0899
r0907,r0907
r0908,r0908
r0909,r0909
MALICITtm,MALICITtm
r0915,r0915
r0921,r0921
r0924,r0924
r0926,r0926
r0932,r0932
r0936,r0936
r0937,r0937
r0940,r0940
r0942,r0942
SPMDtex2,SPMDtex2
r0954,r0954
r0960,r0960
r0962,r0962
r0975,r0975
r0983,r0983
r0984,r0984
r0986,r0986
r0987,r0987
r0989,r0989
r0994,r0994
r0997,r0997
CARN1619Zt_m,CARN1619Zt_m
r1002,r1002
r1005,r1005
r1007,r1007
r1008,r1008
r1013,r1013
r1014,r1014
r1017,r1017
r1028,r1028
r1029,r1029
r1043,r1043
r1044,r1044
r1045,r1045
r1051,r1051
CITt2r,CITt2r
CITt4_1,CITt4_1
r1117,r1117
r1134,r1134
r1143,r1143
GLUt4,GLUt4
r1148,r1148
r1150,r1150
r1155,r1155
r1162,r1162
r1163,r1163
r1164,r1164
r1167,r1167
r1170,r1170
r1175,r1175
r1177,r1177
r1179,r1179
r1182,r1182
r1251,r1251
r1252,r1252
r1253,r1253
r1254,r1254
r1260,r1260
r1262,r1262
PPCOAtm,PPCOAtm
r1292,r1292
r1298,r1298
r1304,r1304
r1364,r1364
r1365,r1365
r1374,r1374
r1375,r1375
r1378,r1378
r1382_1,r1382_1
r1383_1,r1383_1
r1384,r1384
r1392,r1392
r1400,r1400
HCO3Ee,HCO3Ee
r1421,r1421
PIt,PIt
r1428,r1428
ALAtmi,ALAtmi
r1435,r1435
r1437,r1437
ACOAO5p,ACOAO5p
ACOAO4p,ACOAO4p
r1448,r1448
r1449,r1449
